similarity,name,filename,md5,query_filename,query_name,query_md5
0.47038174637999125,"GCF_003721455.1 Shewanella algae strain=KC-Na-R1, ASM372145v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,30b149c9a32b67cdff91ce5465858b8e,HUD-G3.fna.gz,,e2bcb7d3
0.46745650869826033,"GCF_007636355.1 Shewanella algae strain=JFC3, ASM763635v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,e5e067242932222168f5e2471e7b08ed,HUD-G3.fna.gz,,e2bcb7d3
0.46276037764124084,"GCF_007636365.1 Shewanella algae strain=YTH, ASM763636v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,b7368addebc0a237764742df8a4939e8,HUD-G3.fna.gz,,e2bcb7d3
0.4626798561151079,"GCF_007636395.1 Shewanella algae strain=RC, ASM763639v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,8bbf46eb9d46a035e4a9aa9f73af025f,HUD-G3.fna.gz,,e2bcb7d3
0.45412293853073465,"GCF_001598875.1 Shewanella algae JCM 21037 = NBRC 103173 strain=NBRC 103173, ASM159887v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,abfeefc64a6c13541cf1099d27962e84,HUD-G3.fna.gz,,e2bcb7d3
0.4507021213026591,"GCF_007595365.1 Shewanella algae strain=CLS2, ASM759536v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,ace1848aecdf531df1ef978f5a921d01,HUD-G3.fna.gz,,e2bcb7d3
0.4470816539782057,"GCF_007595405.1 Shewanella algae strain=SYT3, ASM759540v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,d34cae4323534ab1a2cfbbe7d082a34f,HUD-G3.fna.gz,,e2bcb7d3
0.1628166915052161,"GCA_014651975.1 Shewanella chilikensis strain=KCTC 22540, ASM1465197v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,2aa75fb03ce8de5599540ab2a2069b5b,HUD-G3.fna.gz,,e2bcb7d3
0.16269249875807254,"GCF_003217175.1 Shewanella chilikensis strain=JC5, ASM321717v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,3ba1ee236792e03ab1a433ead208d38a,HUD-G3.fna.gz,,e2bcb7d3
0.16230692575984057,"GCF_002836945.1 Shewanella chilikensis strain=JC5, ASM283694v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,3030bebb74dd5b20c0b1dd0e3167d5d3,HUD-G3.fna.gz,,e2bcb7d3
0.14148148148148149,"GCA_014644375.1 Shewanella carassii strain=CGMCC 1.16033, ASM1464437v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,21cbe662552585172c50ca586eefbe09,HUD-G3.fna.gz,,e2bcb7d3
0.14139293652753768,"GCF_002777975.1 Shewanella carassii strain=08MAS2251, ASM277797v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,b4098bfab5d808a200b300d567512ea1,HUD-G3.fna.gz,,e2bcb7d3
