similarity,name,filename,md5,query_filename,query_name,query_md5
0.5123766135155656,"GCF_003721455.1 Shewanella algae strain=KC-Na-R1, ASM372145v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,30b149c9a32b67cdff91ce5465858b8e,12945.fna.gz,,361fbc7c
0.4643178410794603,"GCF_009183365.1 Shewanella algae strain=CECT 5071, ASM918336v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,44c38b763e823efa72b080c998e62eeb,150735.fna.gz,,fe52a49b
0.4888923171860537,"GCF_007636495.1 Shewanella algae strain=TYL, ASM763649v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,774a8f9cdb1f7a05dce3cb6086c5717d,15259.fna.gz,,80ea6e28
0.6053031582502956,"GCF_008119825.1 Shewanella algae strain=SYC, ASM811982v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,d3811c9aaad9985648244c068b740259,159418.fna.gz,,7bd687b5
0.4774721189591078,"GCF_003721455.1 Shewanella algae strain=KC-Na-R1, ASM372145v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,30b149c9a32b67cdff91ce5465858b8e,20533.fna.gz,,9c3681d3
0.40381205673758863,"GCF_002237105.1 Shewanella algae strain=MN-01, ASM223710v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,bea1a9231947f0e8c8e4011afcd54c13,24987.fna.gz,,4e883f01
0.4882907542579075,"GCF_007636355.1 Shewanella algae strain=JFC3, ASM763635v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,e5e067242932222168f5e2471e7b08ed,28011.fna.gz,,8355a637
0.4825098039215686,"GCF_009183365.1 Shewanella algae strain=CECT 5071, ASM918336v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,44c38b763e823efa72b080c998e62eeb,38646.fna.gz,,fab67215
0.4832077840552417,"GCF_001858195.1 Shewanella algae strain=CSB04KR, ASM185819v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,679bc19f6a20caabf4613e489fd4a875,404.fna.gz,,60ecdf93
0.4799937965260546,"GCF_009183365.1 Shewanella algae strain=CECT 5071, ASM918336v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,44c38b763e823efa72b080c998e62eeb,48086.fna.gz,,433f4f87
0.48630553864881315,"GCF_009183365.1 Shewanella algae strain=CECT 5071, ASM918336v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,44c38b763e823efa72b080c998e62eeb,5043.fna.gz,,643d195e
0.5239980991604626,"GCF_007595325.1 Shewanella algae strain=SYT2, ASM759532v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,1544436f8d55059a997cfba7f013e6fc,50501.fna.gz,,53e2be0a
0.5005457664119757,"GCF_007636355.1 Shewanella algae strain=JFC3, ASM763635v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,e5e067242932222168f5e2471e7b08ed,526.fna.gz,,ae0421fa
0.49346201743462015,"GCF_007636495.1 Shewanella algae strain=TYL, ASM763649v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,774a8f9cdb1f7a05dce3cb6086c5717d,56496.fna.gz,,e20e3bf6
0.9974424552429667,"GCF_002836995.1 Shewanella algae strain=20-23R, ASM283699v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,58cba341400d33df435eaea534e63b3e,58400.fna.gz,,6e2d124e
0.4801339625513777,"GCF_007636355.1 Shewanella algae strain=JFC3, ASM763635v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,e5e067242932222168f5e2471e7b08ed,590722.fna.gz,,f0f388de
0.5113385826771654,"GCF_002318995.1 Shewanella algae strain=YHL, ASM231899v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,c3ec7bdae8d85ec4f698a486ce0d6bc4,669801.fna.gz,,17bfe232
0.5024914356898162,"GCF_009183365.1 Shewanella algae strain=CECT 5071, ASM918336v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,44c38b763e823efa72b080c998e62eeb,6F5.fna.gz,,a38ebc30
0.49784681636419564,"GCF_007844895.1 Shewanella algae strain=JFC2, ASM784489v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,c84ac0e8310d571a42f4dd8c06ac7d89,72638.fna.gz,,d2c519d3
0.5751836734693877,"GCF_007636365.1 Shewanella algae strain=YTH, ASM763636v1",/ceph/db/sourmash/gtdb-rs202.genomic.k31.sbt.zip,b7368addebc0a237764742df8a4939e8,72678.fna.gz,,bfb8fe34
